E4:ACC_mean,E4:ACC_sd,E4:ACC_range,E4:ACC_max,E4:ACC_min,MOTION:ACC_meanX,MOTION:ACC_meanY,MOTION:ACC_meanZ,MOTION:MAG_meanX,MOTION:MAG_meanY,MOTION:MAG_meanZ,MOTION:ACC_magmean,MOTION:ACC_magenergy,task,stage,Topic,PID
1.20702751623749,-0.0807518141751714,-0.1259718473149461,0.313121137923787,0.5911693210766544,1.222174128176309,-0.9945976163485836,1.716705488481284,0.3441680385369792,1.1154664420225022,-1.419805181332419,-0.26148982211943,-0.0238535589746324,1,0,320.0,PA10
1.4209484614668613,-0.3533782599632697,-0.2848763988520594,0.2263802629673856,0.7839476310032906,1.2427868137990483,-1.1489081209813778,1.6336322975405206,0.6359556852079109,0.9651587172654112,-1.3668411867461976,-0.403524923289797,-0.0172497936937196,1,2,320.0,PA10
0.7969545296555622,0.2365648433803674,0.0634985820005332,0.4752298630323724,0.4286681483881228,1.5021215515576238,-1.7543646508290291,0.9182371567288452,1.1870566783235237,1.334863797413813,-0.7208385907770232,0.0496923783127951,-0.0225561191789435,1,3,320.0,PA10
1.6519795349490567,1.7174821429656624,2.052241782187481,2.351851220663004,-1.0760378576390617,1.6731793343208432,-1.9271640279233813,1.6686404777802355,-0.2826559979608007,2.151176770552774,-1.4941901764310326,-0.0946262565943605,-0.019923230127424,1,5,320.0,PA10
-0.1046581680299878,-0.1742974932425709,-0.1680471299014863,-0.3895454227604348,-0.1379736731598658,-1.5964083114606151,1.5327178849785257,-0.809891653601594,-0.5792435754568545,-1.5403088546030574,0.889988023543573,0.2960664699997756,-0.0169999473397344,10,0,448.0,PA10
-1.4662702083679957,0.3424105416639312,0.148157168735785,-0.4550464866531183,-0.7948925214370779,-1.6675904333869511,1.5736082637231583,-1.5158973187098996,-0.0764999827012526,-1.5649731073574409,1.6871447622060685,0.9704385629090876,-0.0022607678139198,10,2,448.0,PA10
-0.8357578271976109,0.0004869960561245,-0.0154898046234261,-0.3648418679520597,-0.3902838106032686,-0.8100095799573307,0.5978802232571915,-1.6387077332812343,-0.6664094812350901,-0.7358415188145597,1.726457396443598,0.78608812751395,-0.0132425150686608,10,3,448.0,PA10
1.5364528470715757,1.7467941261668862,2.039227078171455,2.6381349472671376,-0.7234855212209864,-0.5319079033145996,0.7772668083099926,-0.9076904942195936,0.0178840198750832,-0.939816095793762,1.0279720407168886,1.0134256936539572,-0.0035221022749106,10,5,448.0,PA10
-0.3597740312067446,0.2087670912774173,0.0354440498352279,-0.1168247054061494,-0.1993042359696903,0.0262544642769207,-0.1481144013844865,-1.1573273341022237,1.0376818122613336,-0.7393199727033829,1.1520268187771197,0.4403585608242392,-0.0133285032383858,11,0,725.0,PA10
-0.7449261182043768,0.1494519392902265,-0.0105471284052129,-0.1870232041892636,-0.1952692175063327,-0.3896237145510067,0.348603859905061,-0.1281417112104525,0.43580174266224,-0.730664542260267,0.1592101368197814,-0.5933559578305584,-0.0208346327088351,11,2,725.0,PA10
-0.8760548410367607,-0.2817535529650886,-0.2810328840860484,-0.5702997981037174,-0.137586746473671,-0.5063909617259822,0.5431837365375343,-0.5522749809367584,0.0489080627955579,-0.9008021368951904,0.571363342115784,0.0055075652289879,-0.0230923962383112,11,3,725.0,PA10
-1.1270984392246908,-0.5753349622966301,-0.5354861389866283,-0.9728940653730588,-0.1315735689061877,-1.0002886088081906,0.9076268152833388,-0.8636589443622233,-1.1771484764795512,-0.5641900458659181,0.767726662175332,-0.0050114491764393,0.0036255256134711,11,4,725.0,PA10
-0.7821485750981642,0.0339498100871868,-0.0105194693901233,-0.2196791214064005,-0.2328039556028146,0.1884263445606839,-0.0244249072618376,0.2656151905287331,-0.3994721817732367,-0.01066794942569,-0.2931309633140241,-0.2323541020201868,-0.0212906579717755,12,0,314.0,PA10
-0.4764493914878397,-0.1696734908334534,-0.1916487203878957,-0.4196606852267922,-0.1291204460398416,-0.3126294984534297,0.471898062153101,0.5499941562214985,-0.2191721145543572,-0.5562301852652878,-0.4406681024677313,-0.6136586903286874,-0.0286453445145598,12,1,314.0,PA10
-0.3919102769428741,0.3153924926258695,0.0628677002163107,0.0074792730542025,-0.1070752425215166,-0.3137996635360432,0.5786652086608776,0.3169454049469527,-1.695434091967653,-0.0561944883840296,-0.1737684786176889,-0.1763936697263244,-0.0145597833215619,12,2,314.0,PA10
0.2521206362960166,1.1111557008228472,1.3027227903400629,1.063502434058432,-1.1759388277889309,0.5899447234210247,-0.6998033513398852,0.6711059727105129,1.364438984678268,-0.4160487470013297,-0.7028865527845899,-0.755516758201453,-0.0274307838281994,12,5,314.0,PA10
0.5359985366905007,-0.4414743895006897,-0.401127459465059,-0.0834819127021127,0.6421464427875039,1.3701798307827426,-1.4444763630393536,0.6707940004061532,-0.3248839250993276,1.4562283283961288,-0.5511335734164009,0.2145409342202087,-0.015582884663715,2,0,419.0,PA10
0.1086574518773201,-0.0199673273169607,-0.0069568282647719,0.0954627981169279,0.1223750262100224,1.4212818002630905,-1.5983445190789238,-0.0114754109641574,0.2483115782606788,1.4588044484385922,0.0343184142633953,0.8424747771667633,-0.0120251515863067,2,1,419.0,PA10
0.6175426429633486,-0.4354185123619312,-0.4122910709287751,-0.0617664093768171,0.6876105734815323,1.2506676627143805,-1.2437760279319097,0.309253385806878,0.034257441501386,1.4672214102015426,-0.0681267030836736,0.4371077263919307,-0.0073446894815893,2,2,419.0,PA10
1.767925021215914,2.4831410225313744,2.9823049438527804,3.3430528503708525,-1.649369518950708,1.627374578242463,-1.8719758231485275,0.4025356667540201,0.96871525120794,1.3111886644477488,-0.3006953835829227,0.7544507061109169,-0.0033341114118609,2,5,419.0,PA10
