E4:ACC_mean,E4:ACC_sd,E4:ACC_range,E4:ACC_max,E4:ACC_min,MOTION:ACC_meanX,MOTION:ACC_meanY,MOTION:ACC_meanZ,MOTION:MAG_meanX,MOTION:MAG_meanY,MOTION:MAG_meanZ,MOTION:ACC_magmean,MOTION:ACC_magenergy,task,stage,Topic,PID
1.21818914787872,-0.0898137844836207,-0.1314212692264537,0.3252930880976604,0.6128870246411922,1.2205204483084366,-1.0026431557002016,1.7346520517993949,0.4350571518701999,1.0969264080745662,-1.4328590471615392,-0.2611597609478626,-0.0370036412380007,1,0,320.0,PA10
1.3771009201251645,-0.2932009284520416,-0.2553999774105322,0.2404493027765,0.742600765170707,1.1746004177967146,-1.1508989158077836,1.6418358347629094,0.6661160389272378,0.9620077831851882,-1.3857981562100483,-0.5670769688366917,0.0415360911430072,1,2,320.0,PA10
0.7677499247172958,0.23747381002807,0.066675202304937,0.469537916431321,0.415563534193,1.500770543599287,-1.7543164332027157,0.9129354633526328,1.1884726714954357,1.3337625476872983,-0.7147188499679269,0.0691984608149138,0.0193073362541821,1,3,320.0,PA10
1.6630191295941874,1.686150669602796,2.022468514522555,2.335633859473281,-1.0265906955567312,1.647611912498215,-1.925719187959898,1.6861675892374457,-0.2425087347564437,2.136188328510472,-1.5056261086649982,-0.1440009111202572,0.0070387988796532,1,5,320.0,PA10
-0.0990699873107888,-0.1786849307387568,-0.1711315298351495,-0.3861038112789403,-0.1289136536652043,-1.583195445265107,1.533365739428926,-0.8414567339484219,-0.6037482551295046,-1.5326545914304688,0.9275834786051652,0.3380064841885974,0.0234405739779302,10,0,448.0,PA10
-1.471992706665754,0.3637074106971973,0.1510624407407514,-0.4747336405067027,-0.8199160300705454,-1.7090813272238825,1.5834772026108084,-1.558849447593644,-0.1322257309923399,-1.5530807059711125,1.6657689479259672,0.8886792507992571,-0.2302387287286671,10,2,448.0,PA10
-0.8434259751279783,0.0082334548948078,-0.0063055001353224,-0.366400077134728,-0.4079447091537663,-0.8044844910713945,0.594212593495876,-1.649359639737341,-0.6769533013340489,-0.7313077411750082,1.7435538352432822,0.7649655448110511,0.0324956503720738,10,3,448.0,PA10
1.5324486610498804,1.6393109808694453,1.9086303424224924,2.5163922230946274,-0.6113503700545504,-0.5184607325014766,0.8020159148874497,-0.8488841371584311,0.0222965588868878,-0.9592791336041544,0.9986042689789636,1.0238072300087586,-0.1615241752454933,10,5,448.0,PA10
-0.3631955811362239,0.2381249985217313,0.0519001220074706,-0.1022232517070544,-0.2119967210625708,-0.0033325879413494,-0.1396323107375071,-1.1889910835036557,0.9881323748610452,-0.7327138462420968,1.183180011288532,0.394979581646251,-0.0793162433690273,11,0,725.0,PA10
-0.7831823676824807,0.0962224093730084,-0.0469971454770421,-0.252762701608697,-0.2033888848041595,-0.3124572471027713,0.3733637188468268,-0.1784006866970343,0.3015875050381454,-0.6932725143337106,0.1821114823854111,-0.2615215119359111,-0.2458378898404989,11,2,725.0,PA10
