PIL:PUPIL_median,PIL:PUPIL_max,PIL:PUPIL_min,PIL:PUPIL_mean,PIL:PUPIL_std,PIL:PUPIL_range,PIL:nblink,PIL:PUPIL_mean_RPD,PIL:PUPIL_max_RPD,PIL:PUPIL_min_RPD,PIL:PUPIL_std_RPD,PIL:PUPIL_range_RPD,PIL:PUPIL_pcl10_RPD,PIL:PUPIL_pcl25_RPD,PIL:PUPIL_pcl50_RPD,PIL:PUPIL_pcl75_RPD,PIL:PUPIL_pcl90_RPD,PIL:PUPIL_mean_RPDG,PIL:PUPIL_max_RPDG,PIL:PUPIL_min_RPDG,PIL:PUPIL_std_RPDG,PIL:PUPIL_range_RPDG,PIL:PUPIL_pcl25_RPDG,PIL:PUPIL_pcl50_RPDG,PIL:PUPIL_pcl75_RPDG,PIL:PUPIL_lhipa,task,stage,Topic,PID
0.0228116377876548,-0.0308394288225934,0.0384726614474183,0.0132402509728638,-0.0252418504382366,-0.0693120902700122,0.7628571428571428,0.0062069158463053,-0.014457259144277,0.0180356529855011,-0.0118331625130266,-0.0324929121297782,0.0176236355551284,0.0160662030136522,0.0106938997119134,-0.003650069537805,-0.0126326028073074,0.0002337158000457,7.283688756714794e-05,0.0018862154341427,-0.0004035312438688,-0.0018133785465756,0.0006841844922626,3.12847769475525e-05,-4.604192973901599e-05,0.1714285714285699,1,0,320.0,PA10
0.0769703137532457,0.0510073190727368,0.0975931242358831,0.0733513638476591,-0.019195248440457,-0.0465858051631467,0.4206349206349206,0.0343864888624282,0.0239117927355749,0.0457508177565242,-0.0089985674714946,-0.0218390250209493,0.0450168872667335,0.04192250507135,0.0360830214706096,0.0237480316473269,0.0235041501646762,0.0005888338897115,-0.0008599319959293,0.0002126542224318,-2.0619937485716543e-05,-0.0010725862183611,0.0009819959495979,0.0007617403074263,0.0012586848259404,0.5714285714285703,1,2,320.0,PA10
0.016648581100335,-0.0260691522698301,0.031717145276397,0.009720451789648,-0.0214670146432309,-0.0577862975462275,0.4313186813186812,0.0045568642444973,-0.0122209945004052,0.0148687250731963,-0.0100635519398402,-0.0270897195736016,0.014961732415123,0.0131603195340621,0.0078047117129394,-0.0038637333786927,-0.0107746890118013,0.0001283373324885,-0.0004822004880088,0.0018686587296438,-0.0006421798282778,-0.0023508592176527,0.0004276476272547,-0.0001395967494664,-0.000443165204149,-2.1016483516483526,1,3,320.0,PA10
0.4476303623583817,0.5351613055638234,0.3789386776724565,0.4407745251646658,0.041198209722463,0.1562226278913663,-0.0238095238095238,0.2066313086133639,0.2508790199401333,0.17764319483397,0.0193133665887339,0.0732358251061632,0.1807238146304165,0.1893930902822064,0.2098452661587743,0.2213231537032999,0.2264159742677421,0.0001452947050187,0.0392963375545263,-0.0208561317334327,0.0178773116600997,0.060152469287959,-0.0120356747971253,-0.0056957157079497,0.0015455320150753,-4.42857142857143,1,5,320.0,PA10
0.0672533473250496,0.016693432718681,0.0833619238421994,0.0576229518423674,-0.0238409729970388,-0.0666684911235187,0.2678571428571428,0.0270131445117096,0.0078257377660869,0.0390793533396835,-0.0111764432101733,-0.0312536155735966,0.0383101367431952,0.0356577851904019,0.0315277911336018,0.0171093177539165,0.0092293182692924,0.000111034247347,-0.0021242670469066,0.0024392878241677,-0.0011265904568131,-0.0045635548710744,0.0007145029897097,-0.0002581679792849,-0.0004523333122212,0.1130952380952372,10,0,448.0,PA10
0.0634233727494894,0.0192382535714738,0.0682429492782186,0.0528117370913443,-0.0174105809821258,-0.0490046957067452,0.3428571428571428,0.0247576883923877,0.0090187279072541,0.0319917080228849,-0.0081619307075689,-0.0229729801156307,0.0310108448792766,0.0325652972474105,0.0297323319740501,0.0166620992560554,0.0124310854266367,9.863300123127996e-05,-0.0017128272346633,0.0014910190727647,-0.0008350467826748,-0.003203846307428,0.0010972145395009,0.0002593032748606,-5.792512178646613e-05,-0.32857142857143,10,2,448.0,PA10
0.1791881937755122,0.1403083648057152,0.1882524712612948,0.1716842252357328,-0.0177522651694505,-0.0479441064555799,0.4258028792912513,0.0804840890373101,0.0657753553664997,0.0882511403577351,-0.0083221093175578,-0.0224757849912353,0.0878901282945714,0.0876269102237546,0.0840018849865855,0.0735567390120572,0.0670230723984142,0.0002189329492895,-0.0002629253131495,0.0009317943631384,-0.0002375907749418,-0.0011947196762879,0.0004614482302349,9.854512875442704e-05,0.0001364614766989,-2.095238095238096,10,3,448.0,PA10
0.5497774013549531,0.6401981166321926,0.4528551434929521,0.5434953560262418,0.0448137764586212,0.1873429731392401,0.1428571428571428,0.2547859511595728,0.30011937409972,0.2122945986437933,0.0210083131961683,0.0878247754559266,0.2335452113952568,0.2384183596396931,0.2577309200108356,0.2659578418142366,0.2790965041859374,0.0036215383601609,0.0451976774304713,-0.0197268800118081,0.0219364403100332,0.0649245574422795,-0.0113895103769053,-0.0046138393578147,0.0045389426195007,-4.42857142857143,10,5,448.0,PA10
-0.0117201970080188,-0.0481829592802517,0.0053389222752818,-0.0182209424437076,-0.0206536526869509,-0.0535218815555339,0.3487394957983192,-0.0085418211951007,-0.0225877571423245,0.0025028408706569,-0.0096822548461852,-0.0250905980129815,0.0022322401497301,-0.0004162812001291,-0.0054943276135765,-0.0179066302472908,-0.0223702195353105,0.0002212735440251,0.0010971429334427,0.0002267908583853,0.0001105572547401,0.0008703520750573,0.0004340968510232,-7.928735312055327e-05,-0.0003559187491013,-0.1932773109243708,11,0,725.0,PA10
0.0729133969955329,0.0264266633896825,0.0657339626653459,0.0593471537210033,-0.0127648710565523,-0.0393072992756636,0.2428571428571428,0.0278214355316206,0.0123885926403186,0.0308155166653702,-0.0059840618277812,-0.0184269240250516,0.0295581632335039,0.0319867217750636,0.0341811737668011,0.0251042837641126,0.0142367062503378,-8.744419177578e-05,-0.0003152269626167,0.0002835826335026,0.0003538391637383,-0.0005988095961193,-0.0005546413426311,-0.0007421881194283,0.0005449832995369,-0.317460317460319,11,2,725.0,PA10
