E4:EDA_mean,E4:EDA_median,E4:EDA_variance,E4:EDA_skewness,E4:EDA_kurtosis,E4:EDA_d1mean,E4:EDA_d2mean,E4:SCL_amp,E4:SCL_sd,E4:SCL_mean,E4:SCL_median,E4:SCL_max,E4:SCL_min,E4:SCR_range,E4:SCR_max,E4:SCR_min,E4:SCR_mean,E4:EDA_max,E4:EDA_min,E4:EDA_range,E4:SCL_range,E4:EDA_d1max,E4:EDA_d1min,E4:EDA_d1sd,E4:EDA_d1range,E4:EDA_d2max,E4:EDA_d2min,E4:EDA_d2sd,E4:EDA_d2range,E4:EDA_sd,E4:SCR_amp_norm,E4:EDA_PSD1,E4:EDA_PSD2,E4:EDA_PSD3,task,stage,Topic,PID
-0.3464731812499997,-0.3485499999999999,-1.1371154965740003e-05,0.8359622877821836,-0.4145386452648516,-0.0001099796130951,-5.498980654755986e-05,-0.1762415529722172,-0.000597342220312,-0.3459359707557796,-0.3459560618490487,-0.3467161766831952,-0.3451155977330702,-0.0014573751228424,-0.0014094638817691,4.791124107333396e-05,-0.0005816074784652,-0.3466504464285712,-0.346215845238095,-0.0004346011904761,-0.0016005789501249,-0.0003469404761904,5.337499999999167e-05,-0.0001691723016023,-0.0004003154761904,-0.0001734702380951,2.6687499999991667e-05,-8.458615080117e-05,-0.0002001577380951,-0.0002106001603603,0.0,-1.0,-1.0,-1.0,1,0,320.0,PA10
-0.3517800944444442,-0.3530335,-1.2392464154513768e-05,0.4690624565679368,-0.4397879265156228,-8.112023809520684e-05,-4.056011904757564e-05,-0.1789904002048684,-0.0005546795374056,-0.3514336652210821,-0.3514530497177012,-0.3521573560293599,-0.3506712205108104,-0.0014030296902492,-0.0013183314343377,8.46982559114979e-05,-0.0005152795072737,-0.352006349206349,-0.3516605396825394,-0.0003458095238095,-0.0014861355185494,-0.0001424404761904,0.0,-6.432736791246746e-05,-0.0001424404761904,-7.122023809520677e-05,0.0,-3.216368395623373e-05,-7.122023809520677e-05,-0.0001708353724769,0.0,-1.0,-1.0,-1.0,1,2,320.0,PA10
-0.3718328038461536,-0.374173,-5.817742286502445e-06,1.1222902498429903,-0.6403196331758778,0.0001112675824175,5.563379120881721e-05,-0.1889317791700013,-0.0005891798671688,-0.3713164231513479,-0.3713368397979505,-0.372085485814475,-0.3705065422862598,-0.001433364009637,-0.0013275595840426,0.0001058044255944,-0.0005119549525172,-0.3717688214285712,-0.3718146593406591,4.58379120879077e-05,-0.0015789435282151,0.000147912087912,8.624038461537692e-05,2.418353383778598e-05,6.167170329670145e-05,7.395604395605755e-05,4.3120192307684615e-05,1.2091766918890103e-05,3.083585164836997e-05,-1.3448554878390388e-05,0.0,-1.0,-1.0,-1.0,1,3,320.0,PA10
-0.3583285527777776,-0.358799,4.974686544007558e-07,-0.0872597605533533,-0.0690649353269297,-9.932738095212564e-06,-4.966369047581282e-06,-0.182464568461579,-0.0004876829635258,-0.3583820017345032,-0.3584005932728767,-0.359016654431929,-0.3577101810515748,-0.0012499137372278,-0.0007482941970042,0.0005016195402235,-2.599072432666086e-05,-0.3584124603174601,-0.3582802063492061,-0.0001322539682539,-0.0013064733803541,-3.563492063491943e-05,3.558333333332778e-05,-2.8721002462537635e-05,-7.12182539682469e-05,-1.7817460317434695e-05,1.779166666666111e-05,-1.436050123126882e-05,-3.5609126984098425e-05,-8.490555028792778e-05,0.0,-1.0,-1.0,-1.0,1,5,320.0,PA10
-0.5121451604166666,-0.513821,-1.1800254261388742e-05,0.5273425710225268,0.2639154105380004,7.684330357145965e-05,3.8421651785759e-05,-0.2590138274505503,-0.0006119629237071,-0.5114805197124457,-0.5115001473914523,-0.512280833938727,-0.5106409652193956,-0.0014570719780104,-0.0014085001140853,4.857186392514465e-05,-0.0005808016574266,-0.512028863095238,-0.5121280119047616,9.914880952382502e-05,-0.0016398687193314,0.0002402261904761,0.0,8.012563221184107e-05,0.0002402261904761,0.0001201130952381,0.0,4.006281610591221e-05,0.0001201130952381,7.540276246204154e-06,0.0,-1.0,-1.0,-1.0,10,0,448.0,PA10
-0.5164114833333332,-0.517665,-1.4016572888888729e-05,0.463463661476205,0.5130161761133825,-0.0001167035714285,-5.835178571423334e-05,-0.2612348825266276,-0.0006419658238389,-0.5159226298646004,-0.5159427232885772,-0.5167627088940991,-0.5150423790783923,-0.0014573776071628,-0.001409476481373,4.790112578973239e-05,-0.0005816188424817,-0.5165665714285712,-0.5160784285714284,-0.0004881428571428,-0.0017203298157068,-0.0002136071428571,0.0,-9.99107012458e-05,-0.0002136071428571,-0.0001068035714285,0.0,-4.99553506229e-05,-0.0001068035714285,-0.0002420020391435,0.0,-1.0,-1.0,-1.0,10,2,448.0,PA10
-0.5469254813953487,-0.545851,0.0001121042547442,0.3960492305330862,-0.1952654662768087,0.0001303904208195,6.519521040978656e-05,-0.2772275050794077,-0.000477628101181,-0.5479078749701606,-0.547928379165731,-0.5485273364268819,-0.5472474202135433,-0.0010147751300195,0.0004400015301087,0.0014547766601282,0.001045845506301,-0.5467188272425247,-0.5469061572535989,0.0001873300110742,-0.0012799162133385,0.0002632378183831,5.462015503875659e-05,8.53638764546148e-05,0.0002086176633444,0.0001316189091916,2.7310077519376742e-05,4.268193822730004e-05,0.0001043088316722,6.168500391948837e-05,0.0003347314802624,-1.0,-1.0,-1.0,10,3,448.0,PA10
-0.5137456727272726,-0.515103,-1.2532727112112403e-05,0.0663434657200591,0.4134337787712288,5.808051948053635e-05,2.904025974029092e-05,-0.2603991819887236,-0.0003887048997647,-0.5142512287887923,-0.5142611855126508,-0.5147622024540246,-0.5137203567670872,-0.0007399490455157,6.664842951599092e-05,0.0008065974750315,0.0005599944012617,-0.513654753246753,-0.5136715194805194,1.6766233766236354e-05,-0.0010418456869375,0.0001748474025973,0.0,6.113404567679091e-05,0.0001748474025973,8.742370129871819e-05,0.0,3.056702283839091e-05,8.742370129871819e-05,-2.7663576127881824e-05,0.0,-1.0,-1.0,-1.0,10,5,448.0,PA10
-0.5418456968749998,-0.543288,-1.2513496322948811e-05,0.6194689215707302,-0.1931966291154903,7.349174107144145e-05,3.674587053573948e-05,-0.2740616244573672,-0.0006117053808591,-0.5415761137260796,-0.5415956679274603,-0.5423761686602772,-0.5407369654803652,-0.0013342575086271,-0.0010143055071498,0.0003199520014771,-0.0002477055853807,-0.5417093839285713,-0.5418351785714284,0.0001257946428571,-0.0016392031799119,0.0001601428571428,0.0,6.187695414387948e-05,0.0001601428571428,8.007142857144152e-05,0.0,3.093847707193662e-05,8.007142857144152e-05,2.8663355991793745e-05,0.0,-1.0,-1.0,-1.0,11,0,725.0,PA10
-0.5437076499999999,-0.545851,-1.329775877951375e-05,1.8098295250424303,-0.3545729331505534,0.0002926853174603,0.0001463426587301,-0.274966305158863,-0.0005805797493741,-0.5433854751290713,-0.5434064179698576,-0.5441423671868724,-0.5425867124809419,-0.0014471806805837,-0.0013816271296413,6.555355094239044e-05,-0.0005585441871959,-0.5433286825396824,-0.544122095238095,0.0007934126984126,-0.0015556547059304,0.0006408373015872,7.116666666665556e-05,0.0002551924136118,0.0005696706349206,0.0003204186507936,3.558333333332222e-05,0.0001275962068059,0.0002848353174603,0.0003284525401177,0.0,-1.0,-1.0,-1.0,11,2,725.0,PA10
-0.5438801019230768,-0.545851,-1.0420945116043577e-05,0.7408815702554511,0.1045228322268827,3.113777472530098e-05,1.5568887362676452e-05,-0.2749385773855199,-0.0005962558535441,-0.5433300195823851,-0.5433499612989702,-0.5441089998177211,-0.5425111710051232,-0.0013990540427996,-0.0012224896980931,0.0001765643447064,-0.0004236813334534,-0.5439147060439559,-0.5438618708791206,-5.283516483515576e-05,-0.0015978288125978,0.0001108351648351,1.231730769230577e-05,3.430289541314625e-05,9.851785714285933e-05,5.541758241760873e-05,6.158653846151923e-06,1.715144770656832e-05,4.925892857145564e-05,-5.700371153941154e-05,0.0,-1.0,-1.0,-1.0,11,3,725.0,PA10
