PIL:PUPIL_median,PIL:PUPIL_max,PIL:PUPIL_min,PIL:PUPIL_mean,PIL:PUPIL_std,PIL:PUPIL_range,PIL:nblink,PIL:PUPIL_mean_RPD,PIL:PUPIL_max_RPD,PIL:PUPIL_min_RPD,PIL:PUPIL_std_RPD,PIL:PUPIL_range_RPD,PIL:PUPIL_pcl10_RPD,PIL:PUPIL_pcl25_RPD,PIL:PUPIL_pcl50_RPD,PIL:PUPIL_pcl75_RPD,PIL:PUPIL_pcl90_RPD,PIL:PUPIL_mean_RPDG,PIL:PUPIL_max_RPDG,PIL:PUPIL_min_RPDG,PIL:PUPIL_std_RPDG,PIL:PUPIL_range_RPDG,PIL:PUPIL_pcl25_RPDG,PIL:PUPIL_pcl50_RPDG,PIL:PUPIL_pcl75_RPDG,PIL:PUPIL_lhipa,task,stage,Topic,PID
0.0153642028517491,-0.0352048153078847,0.0287788501396592,0.0060787571393286,-0.0235329708584587,-0.0639836654475436,0.676923076923077,0.002849669095493,-0.0165037148048481,0.0134912775699186,-0.0110320544551137,-0.0299949923747667,0.0134269546531685,0.0123308983074552,0.0072026062301857,-0.0064822014945974,-0.0148927609315159,0.000343088506707,0.0003384547241165,0.0015661222572756,-0.0002366826729862,-0.0012276675331591,0.0007319563874274,0.0001618513430964,0.0001553250066972,0.1714285714285699,1,0,320.0,PA10
0.0650312765510489,0.0397994499224824,0.0845325224366735,0.0613026628562155,-0.0185546036532535,-0.0447330725141907,0.3000000000000001,0.0287381614051573,0.0186576400178805,0.03962811989861,-0.0086982387020705,-0.0209704798807295,0.0388838866527647,0.0362076199142543,0.0304861034550961,0.0182175294448434,0.0181900610647674,0.0006278575352187,-0.0008548619154189,0.0001455334336491,-5.3030837282472906e-05,-0.001000395349068,0.0011539407491267,0.0009049672102913,0.0012451724058583,0.5714285714285703,1,2,320.0,PA10
0.0041279936473848,-0.033394432327638,0.0171952357860056,-0.0019417681497599,-0.019035811233537,-0.0505896681136433,0.3735849056603774,-0.0009102842176704,-0.0156550228252924,0.0080609787306792,-0.0089238246793715,-0.0237160015559716,0.0083502645263964,0.0068552381318488,0.0019351679387283,-0.0084093161654188,-0.0145074106069131,0.0001900655670974,6.283340739983297e-05,0.0013765809196089,-0.0003404093059758,-0.0013137475122091,0.0002544850387693,-3.456409386712377e-05,-0.0001184860797654,-2.1016483516483526,1,3,320.0,PA10
0.4352189833947794,0.5108701136213485,0.369943719766152,0.4268052144804438,0.0377210900221858,0.1409263938551967,-0.0999999999999999,0.2000826158411827,0.2394915179583053,0.1734264358858262,0.0176833227616657,0.066065082072479,0.1762405993650248,0.1838828950455014,0.2040269183856416,0.2135979269167204,0.2176545639121077,0.0004528047283109,0.0358498714190921,-0.0183483933640074,0.0161196881406208,0.0541982647830996,-0.0104721663600075,-0.004738869815368,0.0018339396242511,-4.42857142857143,1,5,320.0,PA10
0.0549530528627687,0.0093489791417602,0.0706438669286403,0.0466595423662992,-0.0219339344772692,-0.0612948877868797,0.2,0.0218735923879614,0.0043827210602501,0.0331172375797351,-0.0102824399445152,-0.0287345165194849,0.0324636286212677,0.0299120654819942,0.0257615188198349,0.0127723678712411,0.0056044343612578,0.000225968397409,-0.0019562221702605,0.0023832800662387,-0.0010733199656524,-0.0043395022364993,0.0008230744785891,-9.087611276578372e-05,-0.0003026636216654,0.1130952380952372,10,0,448.0,PA10
0.0526873600957535,0.0128331127624897,0.0562292025391196,0.0428773281964306,-0.0156709661598541,-0.0433960897766294,0.3000000000000001,0.0201005228960618,0.0060160529529365,0.0263597668186552,-0.007346414232167,-0.0203437138657186,0.0256122088200798,0.027442970892133,0.0246993815259672,0.0125499061142899,0.0090793158916052,0.0001502806930709,-0.0014789515187058,0.0012164588834087,-0.0007159778545081,-0.0026954104021145,0.00109759471587,0.0003544470713632,4.392099524559952e-05,-0.32857142857143,10,2,448.0,PA10
0.1668606126072556,0.1320425688768031,0.1749527837121633,0.1601584666774096,-0.016178915483709,-0.0429102148353598,0.3846153846153847,0.0750809124976081,0.0619004212856701,0.0820163611553769,-0.0075845365089892,-0.0201159398697067,0.0818544505032037,0.0818149275070831,0.0782228208996067,0.0686347836122172,0.0628289581287719,0.0002651426722239,-7.742088814702816e-05,0.0006961454281461,-0.0001376534288676,-0.0007735663162932,0.0004608601066191,0.0001855483249238,0.0002257801305306,-2.095238095238096,10,3,448.0,PA10
0.489479265366387,0.559409324641534,0.4144760857375339,0.4850365587001565,0.0350450763736655,0.1449332389040004,8.881784197001253e-17,0.227380969469808,0.2622462828540629,0.1943028262645085,0.0164288305655607,0.0679434565895543,0.2108193263117423,0.2143801887083861,0.2294636721665794,0.2369148182895461,0.2460588681023464,0.0023341789082723,0.0357079690490324,-0.0159567283751566,0.0175060118304887,0.0516646974241891,-0.0097881112400524,-0.0045434153975908,0.0026556013517301,-4.42857142857143,10,5,448.0,PA10
-0.0249671985150566,-0.0576760252205706,-0.0082651295810926,-0.0306563552794191,-0.0192497248320217,-0.0494108956394776,0.3222222222222223,-0.0143714358408895,-0.027038024855206,-0.0038746217026999,-0.0090241055355952,-0.0231634031525061,-0.0041420767907548,-0.006683177789087,-0.0117044080522765,-0.0233554585143559,-0.0270747475640859,0.0001931945547624,0.0011454196249837,-0.000190276388873,0.0003127973791854,0.0013356960138568,0.0002758996249772,-1.5979277303027743e-05,-0.0001855677664077,-0.1932773109243708,11,0,725.0,PA10
0.0621773843417969,0.0200215225806985,0.0537202159262468,0.0494127448260895,-0.0110252562342806,-0.0336986933455479,0.2000000000000001,0.0231642700352947,0.009385917686001,0.0251835754611405,-0.0051685453523793,-0.0157976577751395,0.0241595271743071,0.0268643954197861,0.0291482233187182,0.0209920906223471,0.0108849367153062,-3.5796499936049983e-05,-8.135124665919996e-05,9.02244414667994e-06,0.0004729080919051,-9.037369080583994e-05,-0.000554261166262,-0.0006470443229257,0.000646829416569,-0.317460317460319,11,2,725.0,PA10
-0.0387805302486401,-0.0830475912677239,-0.0284300946701844,-0.0473662194340355,-0.020358703895642,-0.0546174965975391,0.2981132075471699,-0.0222048765229026,-0.038931996930691,-0.013327784003641,-0.0095439853881231,-0.0256042129270499,-0.0134263566196306,-0.0139899357702677,-0.0181799792331531,-0.0307085222047172,-0.0370394688826236,0.0002114933689225,-0.0004996763694578,0.0013605470549829,-0.0004305968502909,-0.0018602234244407,0.0003124891843583,0.0001905416192832,-1.7605662499781822e-05,-2.0824175824175835,11,3,725.0,PA10
0.1909233779440654,0.1587294535303365,0.1825732886575198,0.1843430853045808,-0.0105993502527435,-0.0238438351271829,0.4000000000000001,0.0864184538252985,0.0744110034176875,0.0855887883698703,-0.0049688842892124,-0.0111777849521827,0.0882160379602748,0.0915489994969459,0.0895032384521951,0.0842769450262288,0.0753678275725081,0.0011525866885659,0.0051231275081338,-0.0005875317995145,0.0020234614297081,0.0057106593076484,-3.532095707399138e-07,0.0003985149502844,0.002200369440609,-4.42857142857143,11,4,725.0,PA10
-0.030541439321886,-0.0792976539744122,-0.0249403769710462,-0.0413152902002015,-0.0213896845204847,-0.0543572770033656,0.3777777777777779,-0.0193682529103041,-0.0371740585610777,-0.0116918343429959,-0.0100273002430066,-0.0254822242180817,-0.0112253284756607,-0.0082790346870812,-0.0143175642277858,-0.0304879587191055,-0.0356900941215227,0.0003503473378793,0.0007333509443367,0.0011192753086257,-0.0002926746586775,-0.000385924364289,0.001024651622332,0.0001471599628789,-0.0002753325257933,-0.0168067226890764,12,0,314.0,PA10
